                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.96667,                0.73084,                 1.2154,                 0.8982,                0.64728,                0.73964,                0.55138,                0.91967,                0.64703,                 1.1437,               0.009208,               0.009208,               0.009208
                     19,                0.96298,                0.72004,                 1.2119,                0.89495,                0.65618,                0.74364,                0.55453,                0.91671,                0.63984,                 1.1419,              0.0091585,              0.0091585,              0.0091585
                     20,                0.95993,                0.72322,                 1.2109,                  0.882,                0.66348,                0.74647,                 0.5577,                0.91209,                0.63472,                 1.1396,               0.009109,               0.009109,               0.009109
                     21,                0.95521,                0.71543,                 1.2061,                0.87307,                0.67203,                0.74881,                0.56023,                0.90909,                0.63096,                  1.137,              0.0090595,              0.0090595,              0.0090595
                     22,                0.95415,                 0.7151,                 1.2063,                0.86938,                0.67979,                0.75064,                0.56164,                0.90586,                0.62669,                 1.1358,                0.00901,                0.00901,                0.00901
                     23,                0.95156,                0.71157,                 1.2025,                0.86491,                0.68617,                0.75191,                0.56169,                0.90539,                0.62415,                 1.1357,              0.0089605,              0.0089605,              0.0089605
                     24,                0.94995,                0.70886,                  1.203,                0.86656,                0.68798,                  0.753,                0.56293,                 0.9039,                0.62089,                 1.1349,               0.008911,               0.008911,               0.008911
                     25,                0.94599,                0.70451,                 1.1987,                0.86855,                0.68352,                0.75401,                0.56394,                0.90219,                0.61788,                  1.134,              0.0088615,              0.0088615,              0.0088615
                     26,                0.94455,                 0.7064,                 1.1993,                0.86802,                0.68848,                0.75537,                0.56437,                0.90082,                0.61552,                 1.1333,               0.008812,               0.008812,               0.008812
                     27,                0.94075,                0.69549,                 1.1945,                0.88859,                0.67888,                0.75681,                0.56523,                0.89988,                0.61298,                 1.1326,              0.0087625,              0.0087625,              0.0087625
                     28,                0.94007,                0.69442,                 1.1945,                0.88526,                0.68241,                0.75797,                0.56544,                0.89884,                0.61071,                 1.1322,               0.008713,               0.008713,               0.008713
                     29,                0.93963,                0.69696,                 1.1969,                 0.8842,                0.68371,                0.75863,                0.56699,                0.89812,                0.60877,                 1.1317,              0.0086635,              0.0086635,              0.0086635
                     30,                0.93543,                0.69573,                 1.1928,                 0.8982,                0.67817,                0.75993,                0.56803,                0.89714,                0.60746,                 1.1313,               0.008614,               0.008614,               0.008614
                     31,                0.93261,                0.68966,                 1.1894,                0.90225,                0.67684,                0.76046,                0.56865,                0.89619,                0.60594,                 1.1308,              0.0085645,              0.0085645,              0.0085645
                     32,                0.92953,                0.68868,                 1.1886,                0.90701,                0.67164,                0.76052,                0.56889,                0.89533,                0.60462,                 1.1303,               0.008515,               0.008515,               0.008515
                     33,                0.92872,                0.68407,                 1.1895,                0.90387,                0.67653,                0.76191,                0.56991,                0.89412,                0.60342,                 1.1298,              0.0084655,              0.0084655,              0.0084655
                     34,                0.92759,                0.68823,                  1.189,                0.90398,                0.67791,                0.76231,                0.56954,                0.89325,                0.60227,                 1.1294,               0.008416,               0.008416,               0.008416
                     35,                0.92677,                0.68241,                  1.188,                0.90459,                0.67922,                0.76277,                0.57029,                0.89229,                0.60103,                 1.1289,              0.0083665,              0.0083665,              0.0083665
                     36,                0.92634,                0.68312,                 1.1865,                0.90701,                0.67899,                0.76338,                0.57136,                0.89147,                0.60002,                 1.1285,               0.008317,               0.008317,               0.008317
                     37,                0.92497,                0.68415,                 1.1871,                0.90668,                0.68022,                0.76391,                0.57212,                0.89082,                0.59898,                 1.1283,              0.0082675,              0.0082675,              0.0082675
                     38,                 0.9222,                0.68006,                 1.1842,                0.90509,                0.68139,                0.76435,                 0.5728,                0.89034,                0.59796,                 1.1279,               0.008218,               0.008218,               0.008218
                     39,                 0.9202,                  0.677,                 1.1818,                 0.9071,                0.68084,                0.76477,                0.57342,                 0.8897,                0.59702,                 1.1275,              0.0081685,              0.0081685,              0.0081685
                     40,                0.92257,                0.68138,                 1.1842,                0.90445,                0.68319,                0.76513,                0.57345,                0.88914,                 0.5962,                 1.1272,               0.008119,               0.008119,               0.008119
                     41,                0.91961,                0.67424,                 1.1819,                0.90213,                0.68528,                0.76556,                 0.5739,                0.88855,                0.59525,                  1.127,              0.0080695,              0.0080695,              0.0080695
                     42,                0.91691,                0.67536,                 1.1802,                0.90338,                0.68488,                0.76597,                0.57405,                0.88821,                0.59454,                 1.1267,                0.00802,                0.00802,                0.00802
                     43,                0.91659,                0.67292,                 1.1803,                0.90481,                0.68514,                0.76645,                0.57456,                0.88727,                 0.5934,                 1.1263,              0.0079705,              0.0079705,              0.0079705
                     44,                0.91633,                0.67416,                 1.1816,                0.90353,                0.68617,                0.76706,                0.57516,                0.88701,                0.59286,                  1.126,               0.007921,               0.007921,               0.007921
                     45,                0.91555,                0.67396,                   1.18,                0.90479,                0.68704,                0.76747,                0.57557,                0.88676,                0.59199,                 1.1258,              0.0078715,              0.0078715,              0.0078715
                     46,                0.91266,                0.66985,                 1.1771,                0.90694,                0.68724,                0.76786,                0.57606,                0.88642,                0.59136,                 1.1255,               0.007822,               0.007822,               0.007822
                     47,                0.91384,                0.66866,                 1.1778,                0.90623,                0.68849,                0.76838,                0.57637,                0.88606,                 0.5907,                 1.1253,              0.0077725,              0.0077725,              0.0077725
                     48,                0.90894,                0.66619,                 1.1746,                0.90505,                0.68965,                0.76887,                0.57709,                 0.8851,                0.59002,                  1.125,               0.007723,               0.007723,               0.007723
                     49,                0.91148,                0.67039,                 1.1769,                0.90627,                0.68973,                0.76924,                0.57774,                 0.8839,                0.58914,                 1.1247,              0.0076735,              0.0076735,              0.0076735
                     50,                0.91049,                0.66848,                 1.1767,                0.90728,                0.69075,                0.77005,                0.57834,                0.88342,                 0.5884,                 1.1245,               0.007624,               0.007624,               0.007624
                     51,                0.90961,                0.66739,                 1.1754,                0.90662,                0.69187,                0.77029,                0.57931,                0.88254,                0.58743,                 1.1242,              0.0075745,              0.0075745,              0.0075745
                     52,                0.90709,                0.66569,                 1.1754,                0.90414,                0.69327,                0.77082,                 0.5799,                0.88177,                0.58667,                 1.1239,               0.007525,               0.007525,               0.007525
                     53,                0.90379,                0.65887,                 1.1709,                 0.9039,                0.69455,                0.77144,                0.58043,                0.88126,                0.58595,                 1.1235,              0.0074755,              0.0074755,              0.0074755
                     54,                 0.9041,                0.66136,                 1.1716,                0.90545,                  0.694,                0.77213,                0.58083,                0.88069,                0.58522,                 1.1232,               0.007426,               0.007426,               0.007426
                     55,                0.90156,                0.66156,                 1.1705,                0.90369,                0.69565,                0.77245,                0.58136,                0.88023,                0.58452,                 1.1231,              0.0073765,              0.0073765,              0.0073765
                     56,                0.90029,                  0.656,                 1.1697,                0.90406,                0.69586,                0.77292,                0.58199,                0.87942,                0.58371,                 1.1227,               0.007327,               0.007327,               0.007327
                     57,                0.90045,                0.65961,                 1.1694,                0.90253,                0.69768,                 0.7734,                0.58245,                0.87878,                0.58282,                 1.1225,              0.0072775,              0.0072775,              0.0072775
                     58,                0.89968,                0.65989,                  1.171,                0.90168,                0.69871,                0.77367,                0.58288,                0.87839,                0.58228,                 1.1223,               0.007228,               0.007228,               0.007228
                     59,                0.89734,                0.65317,                 1.1661,                0.90187,                0.69911,                 0.7742,                0.58382,                0.87769,                 0.5815,                  1.122,              0.0071785,              0.0071785,              0.0071785
                     60,                0.89723,                0.65587,                 1.1693,                0.90248,                0.69974,                0.77457,                0.58385,                0.87711,                0.58068,                 1.1218,               0.007129,               0.007129,               0.007129
                     61,                0.89596,                0.65468,                 1.1666,                0.90359,                0.69969,                0.77512,                0.58407,                  0.877,                0.58004,                 1.1216,              0.0070795,              0.0070795,              0.0070795
                     62,                0.89717,                0.65436,                  1.168,                0.90555,                0.69917,                0.77563,                0.58486,                0.87619,                0.57932,                 1.1213,                0.00703,                0.00703,                0.00703
                     63,                0.89328,                0.64982,                 1.1641,                0.90575,                0.69967,                0.77602,                0.58526,                0.87527,                0.57856,                  1.121,              0.0069805,              0.0069805,              0.0069805
                     64,                0.89203,                0.64991,                 1.1651,                0.90604,                 0.6999,                0.77632,                0.58536,                0.87499,                0.57783,                 1.1208,               0.006931,               0.006931,               0.006931
                     65,                  0.894,                0.65078,                 1.1651,                0.90564,                0.70061,                0.77666,                0.58562,                0.87453,                0.57723,                 1.1206,              0.0068815,              0.0068815,              0.0068815
                     66,                0.89204,                0.65199,                 1.1631,                0.90859,                0.70012,                0.77691,                0.58514,                0.87377,                0.57647,                 1.1203,               0.006832,               0.006832,               0.006832
                     67,                0.89002,                0.64721,                 1.1615,                0.90609,                0.70203,                0.77727,                0.58566,                0.87346,                0.57602,                 1.1201,              0.0067825,              0.0067825,              0.0067825
                     68,                 0.8903,                0.64714,                 1.1629,                0.90394,                0.70413,                0.77776,                0.58539,                0.87272,                0.57544,                 1.1198,               0.006733,               0.006733,               0.006733
                     69,                0.88834,                 0.6483,                 1.1612,                0.90362,                0.70469,                0.77802,                0.58563,                 0.8724,                 0.5749,                 1.1197,              0.0066835,              0.0066835,              0.0066835
                     70,                0.88807,                0.64685,                 1.1608,                0.90591,                0.70495,                0.77834,                 0.5861,                0.87178,                0.57432,                 1.1195,               0.006634,               0.006634,               0.006634
                     71,                0.88604,                0.64445,                 1.1587,                0.90849,                0.70438,                0.77868,                0.58642,                0.87137,                0.57382,                 1.1192,              0.0065845,              0.0065845,              0.0065845
                     72,                 0.8814,                0.63881,                 1.1559,                0.90918,                0.70468,                0.77918,                0.58627,                0.87096,                 0.5733,                 1.1189,               0.006535,               0.006535,               0.006535
                     73,                0.88482,                0.64338,                 1.1597,                0.91022,                0.70529,                0.77954,                0.58688,                0.87002,                0.57263,                 1.1187,              0.0064855,              0.0064855,              0.0064855
                     74,                0.88483,                0.64194,                 1.1584,                 0.9103,                0.70572,                0.77982,                0.58728,                0.86945,                0.57179,                 1.1184,               0.006436,               0.006436,               0.006436
                     75,                0.88336,                0.64108,                 1.1583,                0.91028,                0.70653,                0.78005,                 0.5877,                0.86896,                0.57134,                 1.1182,              0.0063865,              0.0063865,              0.0063865
                     76,                0.88202,                 0.6387,                 1.1551,                0.90713,                0.70862,                0.78042,                0.58775,                0.86822,                0.57072,                  1.118,               0.006337,               0.006337,               0.006337
                     77,                0.88017,                0.63863,                 1.1565,                0.90772,                0.70842,                0.78057,                0.58795,                0.86798,                0.57003,                 1.1178,              0.0062875,              0.0062875,              0.0062875
                     78,                0.87911,                0.63761,                 1.1538,                0.90853,                0.70843,                0.78096,                0.58839,                0.86758,                0.56948,                 1.1176,               0.006238,               0.006238,               0.006238
                     79,                0.88056,                 0.6387,                 1.1537,                0.91014,                0.70693,                0.78128,                0.58869,                0.86708,                0.56887,                 1.1174,              0.0061885,              0.0061885,              0.0061885
                     80,                0.87797,                0.63815,                 1.1531,                 0.9089,                0.70764,                0.78163,                0.58898,                0.86673,                0.56844,                 1.1172,               0.006139,               0.006139,               0.006139
                     81,                0.87599,                0.63411,                 1.1544,                 0.9085,                0.70825,                0.78197,                0.58901,                0.86663,                0.56798,                  1.117,              0.0060895,              0.0060895,              0.0060895
                     82,                0.87599,                0.63493,                 1.1535,                0.90825,                0.70891,                0.78228,                0.58952,                0.86591,                 0.5672,                 1.1167,                0.00604,                0.00604,                0.00604
                     83,                0.87519,                0.63318,                 1.1516,                0.90758,                 0.7097,                0.78266,                0.58985,                0.86565,                0.56676,                 1.1165,              0.0059905,              0.0059905,              0.0059905
                     84,                0.87323,                0.63107,                 1.1503,                0.90718,                0.71104,                0.78296,                0.58986,                0.86541,                0.56622,                 1.1164,               0.005941,               0.005941,               0.005941
                     85,                0.87123,                0.62753,                 1.1476,                0.90716,                0.71097,                 0.7833,                0.58994,                0.86494,                0.56588,                 1.1161,              0.0058915,              0.0058915,              0.0058915
                     86,                0.87339,                0.63084,                   1.15,                0.90686,                0.71137,                0.78345,                0.59014,                0.86437,                0.56545,                 1.1159,               0.005842,               0.005842,               0.005842
                     87,                0.87129,                0.63026,                 1.1497,                0.90362,                 0.7146,                0.78389,                0.59051,                0.86408,                0.56498,                 1.1159,              0.0057925,              0.0057925,              0.0057925
                     88,                0.87062,                0.62826,                  1.148,                0.90276,                0.71567,                0.78411,                0.59084,                0.86393,                0.56477,                 1.1157,               0.005743,               0.005743,               0.005743
                     89,                0.86743,                0.62631,                 1.1448,                0.89646,                0.71982,                0.78434,                0.59088,                0.86363,                0.56442,                 1.1156,              0.0056935,              0.0056935,              0.0056935
                     90,                0.86793,                0.62732,                 1.1456,                 0.8967,                0.72138,                0.78457,                0.59151,                0.86345,                0.56408,                 1.1155,               0.005644,               0.005644,               0.005644
                     91,                0.86737,                0.62629,                 1.1463,                0.89706,                 0.7212,                0.78491,                0.59154,                 0.8634,                0.56365,                 1.1153,              0.0055945,              0.0055945,              0.0055945
                     92,                0.86488,                0.62213,                 1.1429,                0.89806,                0.72106,                0.78518,                0.59209,                0.86318,                0.56331,                 1.1151,               0.005545,               0.005545,               0.005545
                     93,                0.86392,                0.62228,                 1.1412,                0.89833,                0.72088,                0.78542,                 0.5924,                0.86295,                0.56312,                 1.1149,              0.0054955,              0.0054955,              0.0054955
                     94,                0.86371,                0.62398,                 1.1425,                0.89861,                0.72123,                0.78581,                0.59257,                0.86252,                0.56255,                 1.1148,               0.005446,               0.005446,               0.005446
                     95,                0.86291,                0.62011,                  1.143,                0.89786,                0.72186,                0.78598,                0.59246,                0.86254,                0.56223,                 1.1147,              0.0053965,              0.0053965,              0.0053965
                     96,                0.86074,                0.61882,                 1.1418,                0.89873,                0.72189,                0.78626,                0.59243,                0.86233,                0.56196,                 1.1145,               0.005347,               0.005347,               0.005347
                     97,                0.86242,                0.61991,                 1.1426,                0.90135,                0.72063,                0.78649,                0.59292,                0.86196,                 0.5617,                 1.1144,              0.0052975,              0.0052975,              0.0052975
                     98,                0.85969,                0.61489,                 1.1401,                 0.9024,                0.72079,                0.78675,                0.59334,                0.86181,                0.56122,                 1.1143,               0.005248,               0.005248,               0.005248
                     99,                0.85862,                0.61566,                 1.1381,                0.90379,                0.72016,                0.78706,                0.59325,                0.86183,                0.56105,                 1.1143,              0.0051985,              0.0051985,              0.0051985
                    100,                 0.8584,                 0.6158,                  1.139,                0.90227,                0.72165,                0.78743,                0.59364,                0.86199,                0.56079,                 1.1143,               0.005149,               0.005149,               0.005149
                    101,                0.85871,                0.61722,                 1.1401,                0.90201,                0.72205,                 0.7877,                0.59401,                 0.8619,                0.56042,                 1.1143,              0.0050995,              0.0050995,              0.0050995
                    102,                0.85557,                0.61384,                 1.1367,                 0.9212,                 0.7227,                0.78793,                0.59469,                0.86185,                0.56005,                 1.1143,                0.00505,                0.00505,                0.00505
                    103,                0.85257,                0.60896,                 1.1338,                0.92172,                0.72273,                0.78825,                0.59489,                  0.862,                0.55988,                 1.1144,              0.0050005,              0.0050005,              0.0050005
                    104,                0.85464,                0.61185,                 1.1371,                0.92151,                0.72298,                0.78852,                0.59527,                0.86192,                0.55961,                 1.1143,               0.004951,               0.004951,               0.004951
                    105,                 0.8534,                0.60706,                 1.1339,                0.92385,                0.72198,                 0.7887,                0.59481,                0.86193,                0.55947,                 1.1144,              0.0049015,              0.0049015,              0.0049015
                    106,                0.85083,                0.60604,                 1.1319,                0.92384,                0.72282,                0.78901,                0.59492,                0.86204,                0.55919,                 1.1144,               0.004852,               0.004852,               0.004852
                    107,                 0.8514,                0.60574,                 1.1327,                0.92479,                0.72278,                0.78951,                0.59546,                 0.8621,                0.55918,                 1.1144,              0.0048025,              0.0048025,              0.0048025
                    108,                0.84861,                0.60236,                 1.1302,                0.92241,                0.72448,                0.78982,                0.59568,                0.86186,                0.55879,                 1.1143,               0.004753,               0.004753,               0.004753
                    109,                0.85038,                0.61062,                  1.135,                0.92262,                  0.725,                0.79019,                0.59614,                0.86161,                0.55896,                 1.1144,              0.0047035,              0.0047035,              0.0047035
                    110,                0.84587,                 0.6036,                 1.1314,                0.92108,                0.72592,                0.79034,                0.59609,                0.86155,                 0.5588,                 1.1144,               0.004654,               0.004654,               0.004654
                    111,                0.84663,                0.60426,                 1.1303,                0.92402,                 0.7246,                0.79056,                0.59635,                 0.8612,                 0.5585,                 1.1144,              0.0046045,              0.0046045,              0.0046045
                    112,                0.84503,                0.59915,                 1.1288,                0.92343,                 0.7264,                 0.7908,                0.59648,                0.86129,                0.55818,                 1.1145,               0.004555,               0.004555,               0.004555
                    113,                0.84318,                0.59833,                 1.1271,                0.92328,                 0.7268,                0.79097,                 0.5964,                0.86125,                 0.5581,                 1.1145,              0.0045055,              0.0045055,              0.0045055
                    114,                0.84205,                0.59769,                 1.1268,                0.92492,                0.72573,                0.79119,                0.59648,                 0.8616,                0.55785,                 1.1146,               0.004456,               0.004456,               0.004456
                    115,                0.84033,                0.59758,                 1.1275,                0.92168,                0.72739,                0.79116,                0.59665,                0.86148,                0.55769,                 1.1146,              0.0044065,              0.0044065,              0.0044065
                    116,                0.84085,                0.59646,                 1.1253,                0.92413,                0.72632,                0.79134,                0.59687,                0.86165,                0.55748,                 1.1147,               0.004357,               0.004357,               0.004357
                    117,                0.83888,                0.59406,                 1.1248,                0.92709,                0.72471,                0.79157,                0.59695,                0.86148,                0.55748,                 1.1148,              0.0043075,              0.0043075,              0.0043075
                    118,                0.83787,                 0.5928,                 1.1235,                0.93283,                0.72123,                0.79165,                0.59678,                 0.8616,                0.55744,                 1.1149,               0.004258,               0.004258,               0.004258
                    119,                0.83631,                0.59071,                 1.1213,                0.93376,                0.72132,                0.79186,                0.59708,                0.86149,                0.55735,                  1.115,              0.0042085,              0.0042085,              0.0042085
                    120,                0.83478,                0.58722,                  1.123,                0.93106,                0.72254,                0.79191,                0.59724,                0.86138,                0.55715,                 1.1151,               0.004159,               0.004159,               0.004159
                    121,                0.83283,                0.58843,                 1.1203,                 0.9316,                0.72266,                0.79186,                0.59728,                0.86117,                0.55689,                 1.1151,              0.0041095,              0.0041095,              0.0041095
                    122,                0.83127,                0.58577,                  1.119,                 0.9325,                0.72262,                0.79204,                0.59712,                0.86163,                0.55695,                 1.1152,                0.00406,                0.00406,                0.00406
                    123,                0.83018,                0.58247,                 1.1182,                0.93339,                0.72262,                0.79222,                0.59724,                0.86152,                0.55666,                 1.1154,              0.0040105,              0.0040105,              0.0040105
                    124,                 0.8305,                0.58504,                 1.1181,                0.93404,                0.72251,                0.79233,                0.59742,                0.86154,                 0.5563,                 1.1155,               0.003961,               0.003961,               0.003961
                    125,                0.82785,                0.58326,                 1.1162,                0.93484,                0.72236,                0.79251,                0.59757,                0.86134,                0.55614,                 1.1156,              0.0039115,              0.0039115,              0.0039115
                    126,                0.82673,                0.57937,                 1.1168,                 0.9372,                0.72104,                0.79274,                0.59756,                0.86147,                0.55607,                 1.1157,               0.003862,               0.003862,               0.003862
                    127,                0.82461,                0.57693,                 1.1159,                0.93699,                0.72089,                0.79285,                0.59767,                0.86162,                  0.556,                 1.1158,              0.0038125,              0.0038125,              0.0038125
                    128,                0.82442,                0.57722,                 1.1143,                0.93453,                0.72295,                 0.7928,                0.59757,                0.86156,                0.55577,                 1.1158,               0.003763,               0.003763,               0.003763
                    129,                0.82457,                0.57967,                 1.1145,                0.93598,                0.72249,                0.79291,                0.59811,                0.86168,                0.55579,                 1.1159,              0.0037135,              0.0037135,              0.0037135
                    130,                0.82169,                0.57357,                 1.1118,                0.93598,                0.72327,                0.79302,                0.59803,                0.86179,                  0.556,                 1.1161,               0.003664,               0.003664,               0.003664
                    131,                0.82105,                0.57447,                 1.1134,                0.93618,                0.72303,                0.79309,                0.59845,                0.86153,                0.55598,                 1.1162,              0.0036145,              0.0036145,              0.0036145
                    132,                0.81704,                0.56967,                 1.1104,                0.93645,                0.72316,                0.79317,                0.59838,                0.86155,                0.55606,                 1.1163,               0.003565,               0.003565,               0.003565
                    133,                0.81707,                0.57147,                 1.1108,                0.93641,                0.72368,                0.79333,                0.59831,                0.86162,                0.55598,                 1.1164,              0.0035155,              0.0035155,              0.0035155
                    134,                0.81671,                0.56886,                 1.1106,                0.93672,                 0.7243,                0.79345,                0.59818,                0.86187,                 0.5559,                 1.1166,               0.003466,               0.003466,               0.003466
